Player1,Player2,P1_Wins,P2_Wins
QQO,A4O,0.0,2.0
ATS,92O,2.0,0.0
ATO,86S,0.0,2.0
A2O,AJO,2.0,0.0
K5O,A5S,0.0,2.0
Q3O,83O,2.0,0.0
87O,K4S,0.0,2.0
A3O,KJO,2.0,0.0
77O,94O,0.0,2.0
A9O,87O,2.0,0.0
84S,A3O,0.0,2.0
96S,QQO,2.0,0.0
73S,94O,0.0,2.0
84O,K7O,0.0,2.0
82O,A7S,2.0,0.0
K4O,75S,0.0,2.0
75O,K5O,0.0,2.0
Q6O,T2S,2.0,0.0
ATO,K5O,0.0,2.0
T4S,A9O,0.0,2.0
K2O,J5O,2.0,0.0
Q2O,KKO,0.0,2.0
62O,JTO,0.0,2.0
Q6O,76O,2.0,0.0
32O,T6O,2.0,0.0
TTO,T2O,2.0,0.0
AKS,Q7O,2.0,0.0
ATO,32O,2.0,0.0
K9O,AQO,0.0,2.0
A9O,J4O,2.0,0.0
84S,42O,2.0,0.0
JJO,64S,2.0,0.0
54O,82O,2.0,0.0
QJS,Q6O,2.0,0.0
T7S,54O,0.0,2.0
K8S,Q7O,2.0,0.0
72O,62O,0.0,2.0
A5O,J7S,0.0,2.0
T6S,A3O,0.0,2.0
KQO,KTS,2.0,0.0
82S,75O,2.0,0.0
84O,92O,0.0,2.0
KTS,A4S,2.0,0.0
J9O,32O,2.0,0.0
TTO,95O,2.0,0.0
J2O,TTO,0.0,2.0
75O,K5S,0.0,2.0
J6O,KTO,2.0,0.0
94O,Q6O,0.0,2.0
J5O,T6S,0.0,2.0
54O,84O,0.0,2.0
Q2S,97O,0.0,2.0
T2O,A8O,0.0,2.0
KTO,Q6O,2.0,0.0
43O,KTO,0.0,2.0
87O,A5O,0.0,2.0
94O,J9O,2.0,0.0
KQS,A4S,0.0,2.0
AJS,J3O,2.0,0.0
K4O,83O,2.0,0.0
AKO,53S,0.0,2.0
84O,85O,2.0,0.0
83O,54O,0.0,2.0
J6O,52O,2.0,0.0
K7S,A5S,0.0,2.0
T5O,97O,0.0,2.0
95O,JTO,0.0,2.0
95O,QJO,2.0,0.0
53S,T9O,0.0,2.0
JTS,94O,2.0,0.0
T2O,87O,0.0,2.0
54O,AKS,0.0,2.0
K4O,73S,2.0,0.0
JTO,A8O,0.0,2.0
T4S,Q2O,0.0,2.0
Q8S,J6S,0.0,2.0
K2O,Q2O,2.0,0.0
K5O,94O,0.0,2.0
A3O,43O,2.0,0.0
T6O,K5S,0.0,2.0
Q8O,KQO,0.0,2.0
K6O,97S,2.0,0.0
95S,Q4O,2.0,0.0
T2O,55O,2.0,0.0
KQS,TTO,0.0,2.0
97S,A5O,0.0,2.0
98S,AKO,2.0,0.0
T2O,93O,2.0,0.0
83O,75O,2.0,0.0
AAO,Q6S,2.0,0.0
A9O,T6S,2.0,0.0
JTO,93O,0.0,2.0
88O,K6O,2.0,0.0
43O,K8O,0.0,2.0
75O,A7S,2.0,0.0
63S,84O,2.0,0.0
J2O,66O,0.0,2.0
T4O,95O,2.0,0.0
95O,62O,2.0,0.0
K6O,ATO,0.0,2.0
53O,J6S,0.0,2.0
J7O,QTO,0.0,2.0
AKO,86S,2.0,0.0
Q9S,82O,2.0,0.0
KQO,Q7O,2.0,0.0
A7S,T9S,0.0,2.0
83S,Q8S,0.0,2.0
83O,T8S,0.0,2.0
J3O,KKO,0.0,2.0
75O,J4O,0.0,2.0
Q5O,A6S,0.0,2.0
J9O,T4O,2.0,0.0
KJO,98O,0.0,2.0
63O,JTO,0.0,2.0
63S,QTO,2.0,0.0
52O,T2O,0.0,2.0
62O,99O,0.0,2.0
83O,Q7S,2.0,0.0
65O,88O,2.0,0.0
KJO,64O,2.0,0.0
K5O,T5O,2.0,0.0
J7O,64O,0.0,2.0
T5S,94O,2.0,0.0
T9O,QQO,0.0,2.0
J6O,K3O,2.0,0.0
A8O,Q2O,0.0,2.0
J4O,AKS,0.0,2.0
KQO,97S,2.0,0.0
K8S,K4O,2.0,0.0
83S,JTO,2.0,0.0
Q3O,Q6S,0.0,2.0
92O,Q2O,2.0,0.0
62O,A2O,0.0,2.0
AQS,K8S,0.0,2.0
43O,85O,0.0,2.0
Q4O,88O,0.0,2.0
82O,KTO,0.0,2.0
A6O,QQO,0.0,2.0
Q3O,85O,2.0,0.0
T4O,63O,2.0,0.0
96S,74O,0.0,2.0
95O,K3O,0.0,2.0
K5O,62O,2.0,0.0
76S,KKO,0.0,2.0
32O,T4S,0.0,2.0
KJS,93S,0.0,2.0
A5O,Q6S,2.0,0.0
Q6O,Q6S,1.0,1.0
J5S,J4O,2.0,0.0
KQS,A6O,0.0,2.0
43O,A7O,0.0,2.0
JTS,75O,0.0,2.0
A5O,K7O,0.0,2.0
52S,J3O,2.0,0.0
KJO,42O,2.0,0.0
T9O,T8O,2.0,0.0
K5O,J8O,0.0,2.0
92O,AJO,0.0,2.0
T9O,A8O,0.0,2.0
K8S,KKO,0.0,2.0
QJO,93S,2.0,0.0
T2O,T3O,2.0,0.0
75O,J3O,0.0,2.0
K9O,T4O,2.0,0.0
T8O,53O,2.0,0.0
T5O,75O,2.0,0.0
93O,84S,0.0,2.0
Q3O,K2O,0.0,2.0
T4O,95O,2.0,0.0
AQS,72O,2.0,0.0
82O,76O,2.0,0.0
95S,64S,2.0,0.0
QTO,43S,2.0,0.0
TTO,AAO,0.0,2.0
75O,QTO,0.0,2.0
75S,K8O,0.0,2.0
K5S,73S,0.0,2.0
A8O,J6O,0.0,2.0
QTS,84O,2.0,0.0
86O,43S,0.0,2.0
KTO,AKO,2.0,0.0
74O,T2O,0.0,2.0
A5O,AKO,0.0,2.0
J6O,Q5S,2.0,0.0
K7S,J6S,2.0,0.0
54O,T5O,2.0,0.0
T4O,K7O,0.0,2.0
Q4S,54O,0.0,2.0
T5O,Q7O,0.0,2.0
99O,66O,2.0,0.0
KJS,85O,2.0,0.0
94O,AQO,0.0,2.0
J7S,Q2O,2.0,0.0
A7O,Q8O,0.0,2.0
J8O,A7O,0.0,2.0
85O,K3O,0.0,2.0
83O,72O,0.0,2.0
K5O,T7S,2.0,0.0
54O,Q7O,0.0,2.0
T5O,J8O,2.0,0.0
87S,QTO,0.0,2.0
76O,74S,2.0,0.0
83S,T9O,0.0,2.0
JTO,53O,2.0,0.0
92O,33O,0.0,2.0
K5O,K4S,2.0,0.0
A9O,KTS,0.0,2.0
KTS,Q6O,2.0,0.0
93O,K7O,0.0,2.0
Q3S,63O,2.0,0.0
A4O,85O,2.0,0.0
97S,J2O,0.0,2.0
52O,K3S,0.0,2.0
A8O,32S,2.0,0.0
97S,AQO,2.0,0.0
K7O,95O,2.0,0.0
K9O,76O,2.0,0.0
KQO,Q9O,2.0,0.0
Q7S,65O,0.0,2.0
88O,K8S,2.0,0.0
93O,A3S,0.0,2.0
A2S,K8S,2.0,0.0
Q5S,Q5S,1.0,1.0
T6O,A8O,0.0,2.0
43O,22O,2.0,0.0
32O,55O,0.0,2.0
92O,52O,2.0,0.0
Q3O,85O,2.0,0.0
KQS,53O,2.0,0.0
T8S,K2O,0.0,2.0
63O,Q9O,0.0,2.0
96O,63S,2.0,0.0
AKS,Q2O,2.0,0.0
76O,93S,0.0,2.0
KTO,KTS,1.0,1.0
53O,QJO,2.0,0.0
T7O,J7O,0.0,2.0
AJS,J7S,2.0,0.0
93O,Q2O,0.0,2.0
82S,J5O,2.0,0.0
A8O,J3O,2.0,0.0
J3O,K4O,2.0,0.0
A2O,A6O,0.0,2.0
65O,Q2S,2.0,0.0
AQO,J5S,2.0,0.0
T3O,K5O,0.0,2.0
A7O,Q3O,2.0,0.0
72S,Q3O,0.0,2.0
QTO,63O,2.0,0.0
32O,93O,0.0,2.0
T5S,94O,0.0,2.0
65O,KJO,0.0,2.0
JTO,T6S,2.0,0.0
95O,A6O,0.0,2.0
97S,53O,2.0,0.0
K6O,J4O,0.0,2.0
A6O,T9O,2.0,0.0
QQO,52S,2.0,0.0
J3O,43O,2.0,0.0
AKS,Q3O,2.0,0.0
76S,Q2S,0.0,2.0
83O,AQO,0.0,2.0
73O,95O,2.0,0.0
98O,K4O,0.0,2.0
J4S,Q9S,0.0,2.0
K4S,87O,0.0,2.0
T8O,J6O,0.0,2.0
T4O,AKO,0.0,2.0
T8O,T8S,1.0,1.0
K2O,53O,0.0,2.0
QQO,95S,2.0,0.0
T8O,T2S,2.0,0.0
32S,T4O,2.0,0.0
J6O,AKO,2.0,0.0
32O,T7O,0.0,2.0
J8O,Q9O,0.0,2.0
84O,K7S,0.0,2.0
A4O,82O,2.0,0.0
Q5O,82S,2.0,0.0
T2O,42S,0.0,2.0
A8O,Q2O,2.0,0.0
J4O,K7S,2.0,0.0
A2O,93O,2.0,0.0
85O,82O,2.0,0.0
Q6O,99O,0.0,2.0
66O,J5O,2.0,0.0
KQS,K8S,2.0,0.0
K4S,T5S,2.0,0.0
K4O,AJO,0.0,2.0
QJS,87O,2.0,0.0
A8O,T7O,0.0,2.0
T7S,84O,0.0,2.0
J4O,K8O,0.0,2.0
52O,K2O,0.0,2.0
33O,K7S,0.0,2.0
T8O,98O,2.0,0.0
95O,K6O,2.0,0.0
42O,A3O,2.0,0.0
J3O,Q4O,2.0,0.0
85O,T7O,0.0,2.0
J7O,86O,2.0,0.0
98S,85S,2.0,0.0
AQS,JJO,0.0,2.0
65O,Q7O,0.0,2.0
AKO,64O,2.0,0.0
Q3O,QTO,0.0,2.0
K4S,53S,2.0,0.0
A6O,63O,0.0,2.0
42O,A9O,0.0,2.0
JTO,A9S,0.0,2.0
JJO,A5O,2.0,0.0
J8O,A9O,2.0,0.0
73O,A6O,2.0,0.0
65O,43O,2.0,0.0
65O,AJO,0.0,2.0
JTO,QQO,0.0,2.0
J9O,74O,2.0,0.0
Q8O,94O,0.0,2.0
T5O,A7O,2.0,0.0
92O,T6O,2.0,0.0
Q8O,96S,2.0,0.0
K9O,Q6O,2.0,0.0
72O,87S,2.0,0.0
J9S,A7O,2.0,0.0
92O,54S,2.0,0.0
55O,J6O,0.0,2.0
A9S,KJO,0.0,2.0
J6O,T3O,0.0,2.0
65S,94O,0.0,2.0
T3O,J5O,2.0,0.0
72O,53O,2.0,0.0
A3S,K4O,2.0,0.0
T3S,53O,2.0,0.0
K6O,T9O,2.0,0.0
J3O,Q3O,0.0,2.0
A7S,85O,0.0,2.0
75S,52O,2.0,0.0
Q3O,65O,2.0,0.0
62O,96O,0.0,2.0
32O,73O,2.0,0.0
A8S,Q7S,0.0,2.0
93O,A5O,0.0,2.0
K7O,J3O,2.0,0.0
J7O,K6O,0.0,2.0
AJO,A5S,2.0,0.0
63O,75O,2.0,0.0
Q2O,94O,0.0,2.0
J8O,K2O,0.0,2.0
K4O,64S,2.0,0.0
86S,KTS,2.0,0.0
87O,86O,2.0,0.0
KJS,T8O,0.0,2.0
K5O,Q2O,0.0,2.0
Q3O,A7O,0.0,2.0
43S,T4O,2.0,0.0
K2O,86O,2.0,0.0
JTO,J2O,2.0,0.0
T9O,96S,2.0,0.0
T7O,AQO,0.0,2.0
T8O,AJO,0.0,2.0
87O,54O,2.0,0.0
J9O,K8O,2.0,0.0
82S,T3O,2.0,0.0
92O,T7O,0.0,2.0
JJO,A9O,2.0,0.0
64S,T6S,2.0,0.0
95O,J6O,0.0,2.0
T9S,83O,2.0,0.0
74S,J3O,0.0,2.0
J2S,76O,2.0,0.0
T4O,93S,2.0,0.0
82O,64O,0.0,2.0
K3O,62O,2.0,0.0
54S,54S,1.0,1.0
T6O,87O,2.0,0.0
AKO,52O,2.0,0.0
T5O,Q9S,2.0,0.0
A7O,65O,0.0,2.0
92O,92O,2.0,0.0
96O,72O,2.0,0.0
66O,98S,2.0,0.0
73O,J9O,0.0,2.0
63O,75O,0.0,2.0
84O,Q9O,2.0,0.0
A8O,JTS,0.0,2.0
A2S,98O,2.0,0.0
98S,J5O,0.0,2.0
T4O,Q9O,0.0,2.0
62O,J7O,0.0,2.0
K2S,42O,2.0,0.0
77O,98O,0.0,2.0
72O,83S,0.0,2.0
JTO,82S,2.0,0.0
55O,J8O,0.0,2.0
T2O,T3S,2.0,0.0
44O,J8S,0.0,2.0
J7O,J2O,2.0,0.0
87O,94O,0.0,2.0
54O,93O,2.0,0.0
83O,77O,0.0,2.0
92S,J5O,0.0,2.0
76S,87O,0.0,2.0
QTO,74O,2.0,0.0
K8S,J3O,2.0,0.0
K6O,65O,2.0,0.0
K4O,65O,2.0,0.0
K5S,62O,0.0,2.0
85O,AJO,0.0,2.0
KTS,74O,0.0,2.0
AJS,Q8O,2.0,0.0
97O,K2S,0.0,2.0
Q2O,98O,2.0,0.0
T4S,T8O,0.0,2.0
97O,J4O,0.0,2.0
J3O,K4S,0.0,2.0
J3S,Q6O,0.0,2.0
72O,KQO,0.0,2.0
99O,K8O,2.0,0.0
J5O,96S,2.0,0.0
T7O,65O,0.0,2.0
K9O,42O,2.0,0.0
72O,AQS,2.0,0.0
AQO,JTO,2.0,0.0
QJO,A5S,0.0,2.0
AAO,T9S,2.0,0.0
J4O,T4O,2.0,0.0
JTO,Q8O,0.0,2.0
Q7S,Q9O,2.0,0.0
74O,AQO,0.0,2.0
KQO,J9O,0.0,2.0
72O,A5O,0.0,2.0
AJO,J7O,2.0,0.0
KJS,Q3O,2.0,0.0
A3S,74O,0.0,2.0
AJS,A5O,0.0,2.0
QTO,96O,2.0,0.0
K9S,J5O,2.0,0.0
Q7O,T8O,0.0,2.0
ATO,43O,2.0,0.0
82O,AKO,2.0,0.0
K5O,54O,2.0,0.0
J4O,A6O,0.0,2.0
Q8O,84O,2.0,0.0
Q9O,42O,2.0,0.0
K2S,J4S,0.0,2.0
Q8S,43O,0.0,2.0
Q2S,K3O,0.0,2.0
A7O,52O,2.0,0.0
99O,QJO,0.0,2.0
96O,A8O,0.0,2.0
94O,Q3O,0.0,2.0
QJO,A8O,2.0,0.0
Q3O,94O,0.0,2.0
66O,T7O,0.0,2.0
J6S,42O,2.0,0.0
82S,84S,2.0,0.0
K5O,93S,0.0,2.0
KQO,84O,0.0,2.0
Q8O,K3O,2.0,0.0
53O,87O,0.0,2.0
KQO,T8O,2.0,0.0
52O,95O,0.0,2.0
52O,K3O,0.0,2.0
T3O,AKO,0.0,2.0
92S,Q2O,0.0,2.0
72O,84O,0.0,2.0
KQO,87S,0.0,2.0
94O,K6O,0.0,2.0
K2O,A2S,0.0,2.0
82S,A4O,0.0,2.0
98O,AAO,0.0,2.0
88O,Q4S,2.0,0.0
66O,82O,0.0,2.0
JTO,J8O,2.0,0.0
J5O,A2O,2.0,0.0
JTO,54S,2.0,0.0
76O,93O,0.0,2.0
Q5O,A7O,0.0,2.0
84O,J3O,0.0,2.0
Q6O,K2O,0.0,2.0
T8S,J5O,0.0,2.0
73O,92S,2.0,0.0
JJO,A2O,2.0,0.0
TTO,85O,2.0,0.0
76O,Q2S,0.0,2.0
J9S,85O,2.0,0.0
T7S,A4S,2.0,0.0
QQO,AQO,0.0,2.0
K7O,66O,0.0,2.0
T9S,88O,0.0,2.0
Q9O,J7O,2.0,0.0
AJO,55O,0.0,2.0
55O,K8O,2.0,0.0
KQO,Q6O,2.0,0.0
ATO,Q5S,2.0,0.0
KQO,ATO,0.0,2.0
KTO,75S,0.0,2.0
97O,J4O,0.0,2.0
65O,T7O,2.0,0.0
73O,QQO,2.0,0.0
KTO,73S,2.0,0.0
76O,75O,0.0,2.0
53S,Q3O,0.0,2.0
63O,QJO,2.0,0.0
KJO,Q9O,2.0,0.0
98O,J5O,2.0,0.0
K6O,63S,0.0,2.0
93S,KJO,2.0,0.0
Q5O,AAO,0.0,2.0
K9O,86O,0.0,2.0
74O,K6O,0.0,2.0
KTO,T7O,2.0,0.0
87S,94O,0.0,2.0
95O,K3S,0.0,2.0
A4O,65S,2.0,0.0
85O,73O,0.0,2.0
K5O,A2O,2.0,0.0
87O,J9O,0.0,2.0
76S,K5O,2.0,0.0
T7O,92O,2.0,0.0
K7O,K2S,2.0,0.0
AKO,75O,2.0,0.0
K6S,92O,2.0,0.0
85O,83O,2.0,0.0
72O,96S,0.0,2.0
98O,62O,2.0,0.0
63O,Q7O,2.0,0.0
96O,A9O,2.0,0.0
76O,K7O,0.0,2.0
54O,AKO,0.0,2.0
A7S,53O,0.0,2.0
J2O,62O,2.0,0.0
K2O,65O,2.0,0.0
65O,K9O,0.0,2.0
K8S,QJS,2.0,0.0
TTO,K3S,0.0,2.0
76O,Q4S,0.0,2.0
A5O,T7S,2.0,0.0
95O,Q5O,0.0,2.0
A6O,92S,2.0,0.0
QTO,A8O,0.0,2.0
93O,J7S,0.0,2.0
A8O,J3O,2.0,0.0
K4O,T3S,0.0,2.0
Q3O,83O,0.0,2.0
A7O,32O,2.0,0.0
J9S,A8O,2.0,0.0
43O,42S,2.0,0.0
98S,64O,2.0,0.0
95O,A3S,0.0,2.0
KKO,Q7S,2.0,0.0
Q5S,J6O,0.0,2.0
62O,T7O,0.0,2.0
T9O,53O,0.0,2.0
73O,K9O,2.0,0.0
KTO,82O,2.0,0.0
92S,72S,2.0,0.0
94O,63O,0.0,2.0
33O,K5O,0.0,2.0
AKS,QQO,0.0,2.0
76O,A9O,0.0,2.0
T9O,72O,0.0,2.0
42O,Q7S,0.0,2.0
83S,97O,0.0,2.0
Q7O,82S,2.0,0.0
AQO,T3S,0.0,2.0
T9O,96O,2.0,0.0
43O,ATS,0.0,2.0
66O,K6O,0.0,2.0
42S,QTS,0.0,2.0
64S,Q6S,0.0,2.0
73S,K7O,0.0,2.0
J5O,22O,2.0,0.0
K6O,84O,0.0,2.0
T5O,T7O,0.0,2.0
64O,KKO,0.0,2.0
K6O,A7O,0.0,2.0
ATO,97O,2.0,0.0
K6S,T6O,2.0,0.0
J9S,KQO,2.0,0.0
Q4O,66O,2.0,0.0
A6O,K9O,2.0,0.0
J6O,86O,2.0,0.0
T6O,85O,0.0,2.0
63O,97O,0.0,2.0
87O,K3S,2.0,0.0
A6O,T3O,0.0,2.0
Q3O,K8O,0.0,2.0
97O,Q2O,0.0,2.0
K7O,T6S,0.0,2.0
Q3S,72O,2.0,0.0
AKO,95O,2.0,0.0
65O,AKS,0.0,2.0
63O,42S,2.0,0.0
KTS,ATO,0.0,2.0
KJS,87O,2.0,0.0
76S,Q8O,0.0,2.0
44O,KKO,2.0,0.0
82S,A5O,0.0,2.0
A9S,Q2S,2.0,0.0
T2S,Q6O,0.0,2.0
66O,J3O,2.0,0.0
86S,J2O,0.0,2.0
74S,97O,2.0,0.0
KQO,42O,0.0,2.0
83S,Q8O,0.0,2.0
A5O,K7O,0.0,2.0
J9O,64O,2.0,0.0
A7S,94O,2.0,0.0
74S,AQO,2.0,0.0
Q4O,86O,2.0,0.0
77O,J2O,2.0,0.0
Q5O,AKO,0.0,2.0
QQO,A4O,2.0,0.0
97O,72O,2.0,0.0
74S,JTO,0.0,2.0
73S,J6O,2.0,0.0
T9S,53O,0.0,2.0
82O,J7O,0.0,2.0
JTS,33O,2.0,0.0
J7S,Q3O,0.0,2.0
86O,85S,0.0,2.0
32O,82S,0.0,2.0
A4S,42O,2.0,0.0
A7O,J6O,2.0,0.0
QJO,K4S,2.0,0.0
A3O,T5O,0.0,2.0
QJO,65O,2.0,0.0
A7O,K6S,0.0,2.0
K9O,Q4O,0.0,2.0
T3O,Q5O,0.0,2.0
A4O,98O,0.0,2.0
Q6O,85O,2.0,0.0
K6O,22O,2.0,0.0
33O,QJO,0.0,2.0
J2O,T5O,0.0,2.0
K8O,52O,2.0,0.0
T7O,AJS,0.0,2.0
85O,T5O,0.0,2.0
QQO,98O,2.0,0.0
K8O,A5S,0.0,2.0
75O,J3O,0.0,2.0
QJO,J3O,2.0,0.0
K5O,92S,0.0,2.0
T9O,76O,0.0,2.0
32O,85S,0.0,2.0
J3O,AAO,0.0,2.0
83S,64O,2.0,0.0
J7O,T7O,2.0,0.0
32S,J6S,2.0,0.0
86O,T4O,0.0,2.0
J9O,A2O,0.0,2.0
KTS,K3S,2.0,0.0
K6O,A2S,2.0,0.0
J9O,63O,2.0,0.0
T3S,T2O,2.0,0.0
T3O,73O,2.0,0.0
K6O,96O,0.0,2.0
T3O,83O,2.0,0.0
A7O,A4O,2.0,0.0
Q9O,T6S,2.0,0.0
44O,K9S,0.0,2.0
K8S,TTO,0.0,2.0
T6O,A5O,0.0,2.0
JJO,96S,2.0,0.0
Q3O,42O,0.0,2.0
J3O,KKO,0.0,2.0
Q7S,96S,0.0,2.0
J6O,K2S,0.0,2.0
72O,43O,2.0,0.0
94O,K3O,0.0,2.0
86S,73S,2.0,0.0
ATO,84O,2.0,0.0
87S,AQO,2.0,0.0
AAO,86S,2.0,0.0
J5S,22O,0.0,2.0
Q2O,K7O,0.0,2.0
Q6O,T6O,2.0,0.0
A8O,87O,0.0,2.0
33O,87O,0.0,2.0
AKS,QTO,2.0,0.0
JTO,Q3O,2.0,0.0
A5O,KJO,2.0,0.0
T2O,T6S,0.0,2.0
42O,T4O,0.0,2.0
73O,K2O,0.0,2.0
JTO,KJO,2.0,0.0
44O,98O,0.0,2.0
74S,K2O,0.0,2.0
44O,KJO,2.0,0.0
K4S,83O,2.0,0.0
A4O,99O,2.0,0.0
64O,Q2O,2.0,0.0
K8O,KQO,0.0,2.0
64O,T4O,0.0,2.0
K4O,55O,0.0,2.0
J7S,42O,2.0,0.0
T2O,K4O,0.0,2.0
94S,96S,2.0,0.0
76S,A6O,0.0,2.0
94O,A7S,2.0,0.0
Q8O,J8O,2.0,0.0
Q6O,KQO,0.0,2.0
77O,99O,0.0,2.0
AAO,J9S,2.0,0.0
J5O,63S,2.0,0.0
ATO,85O,2.0,0.0
Q3O,95O,2.0,0.0
T4O,T6O,0.0,2.0
J5O,T8S,2.0,0.0
T3O,A8O,2.0,0.0
K7S,J6O,2.0,0.0
96O,52S,0.0,2.0
T8S,Q8O,0.0,2.0
KTO,85S,0.0,2.0
53O,K6O,0.0,2.0
KTO,J6O,2.0,0.0
KJO,T3O,0.0,2.0
K7O,J3S,2.0,0.0
75S,85O,0.0,2.0
83O,84O,2.0,0.0
KQO,44O,0.0,2.0
A4S,Q8O,2.0,0.0
K9O,J8O,0.0,2.0
A2S,K7O,2.0,0.0
A5O,A4O,2.0,0.0
K7O,84S,2.0,0.0
K9S,A9O,2.0,0.0
95O,ATO,0.0,2.0
Q5O,K3O,0.0,2.0
55O,K8O,0.0,2.0
76O,J2O,0.0,2.0
A6S,J8O,2.0,0.0
42S,Q5O,2.0,0.0
T8O,22O,0.0,2.0
54O,AKO,0.0,2.0
ATO,42O,2.0,0.0
Q8O,T7S,2.0,0.0
Q3O,T6S,2.0,0.0
AQO,K5O,0.0,2.0
J8O,T5S,2.0,0.0
54O,73O,0.0,2.0
A8S,63O,2.0,0.0
43O,A6O,0.0,2.0
A7O,Q5O,0.0,2.0
T7O,54S,0.0,2.0
Q6O,87O,2.0,0.0
95S,KJO,0.0,2.0
44O,K7O,2.0,0.0
QJO,AQO,0.0,2.0
99O,Q4S,0.0,2.0
Q5S,87O,2.0,0.0
Q9O,72O,0.0,2.0
Q3S,74O,0.0,2.0
T2O,65O,2.0,0.0
83O,AKO,0.0,2.0
Q9O,Q9S,1.0,1.0
92O,33O,0.0,2.0
52O,62O,2.0,0.0
85S,62O,2.0,0.0
A8O,86S,0.0,2.0
53S,T9O,0.0,2.0
65O,QQO,0.0,2.0
K2S,A6S,0.0,2.0
43S,72O,2.0,0.0
QQO,K9O,2.0,0.0
K4O,86O,2.0,0.0
KKO,99O,2.0,0.0
T3O,72O,2.0,0.0
A4O,82S,0.0,2.0
Q4O,65O,0.0,2.0
86O,AKS,0.0,2.0
K5O,K6O,2.0,0.0
83O,ATO,2.0,0.0
AJO,J7O,0.0,2.0
53O,73S,0.0,2.0
KQO,Q8S,2.0,0.0
53O,J2O,2.0,0.0
T4O,T4O,1.0,1.0
T7O,72O,2.0,0.0
Q4O,Q8O,2.0,0.0
A6O,83O,2.0,0.0
52O,A2S,2.0,0.0
K8S,75O,0.0,2.0
T2S,QJO,0.0,2.0
88O,64S,0.0,2.0
JTS,AKO,2.0,0.0
Q6O,AKO,0.0,2.0
A4S,A9S,0.0,2.0
T7O,KKO,2.0,0.0
T4O,K9O,0.0,2.0
JTO,42S,0.0,2.0
93O,K4O,0.0,2.0
AJO,A9O,2.0,0.0
AJO,K4O,0.0,2.0
KJS,55O,0.0,2.0
54O,A7S,2.0,0.0
64O,95S,0.0,2.0
T4O,A2O,0.0,2.0
A5O,T6S,0.0,2.0
42O,53S,0.0,2.0
44O,Q3O,0.0,2.0
ATS,KKO,2.0,0.0
73O,ATO,0.0,2.0
T8O,QJO,0.0,2.0
97O,K6O,2.0,0.0
A6O,Q9O,2.0,0.0
K6S,53O,0.0,2.0
AKO,A4O,0.0,2.0
J5O,J4O,2.0,0.0
K9O,88O,0.0,2.0
62O,53O,2.0,0.0
AJO,QQO,0.0,2.0
T3O,99O,2.0,0.0
95O,94S,2.0,0.0
72O,Q7O,0.0,2.0
87O,64S,0.0,2.0
K3O,92S,2.0,0.0
73O,Q5O,0.0,2.0
82O,Q6O,0.0,2.0
K6O,T5O,2.0,0.0
A3S,K3O,2.0,0.0
Q6O,87S,2.0,0.0
76O,AQS,0.0,2.0
AJO,33O,2.0,0.0
54O,J3O,0.0,2.0
Q4S,J5O,2.0,0.0
76O,43O,2.0,0.0
73S,T9O,0.0,2.0
J8O,Q9O,2.0,0.0
A7O,J7O,2.0,0.0
K4S,T4O,2.0,0.0
63O,K5O,2.0,0.0
T7O,T3O,2.0,0.0
93S,T4S,0.0,2.0
87S,AQO,0.0,2.0
66O,42O,2.0,0.0
83S,98O,2.0,0.0
QTO,AQO,0.0,2.0
54O,43S,2.0,0.0
ATO,J7S,2.0,0.0
T4O,T8O,0.0,2.0
A4O,Q5S,0.0,2.0
A6O,43S,2.0,0.0
AQS,64O,0.0,2.0
85S,T4S,2.0,0.0
AJO,T5O,2.0,0.0
K4O,A8O,2.0,0.0
66O,Q9O,0.0,2.0
65O,64O,2.0,0.0
63O,J3O,0.0,2.0
Q3O,96S,0.0,2.0
K6O,JJO,0.0,2.0
Q3S,Q9O,0.0,2.0
K7O,K7O,1.0,1.0
83O,JTO,0.0,2.0
A4O,JTO,0.0,2.0
62S,T8O,0.0,2.0
A6O,T7O,2.0,0.0
52O,JTO,0.0,2.0
42O,K7O,0.0,2.0
KQS,T7O,2.0,0.0
T6O,J4O,0.0,2.0
64O,93S,0.0,2.0
87O,62O,0.0,2.0
A2O,T4O,2.0,0.0
63O,A5O,0.0,2.0
T2O,Q4O,2.0,0.0
63O,95O,0.0,2.0
J9O,Q4O,2.0,0.0
53O,J8O,0.0,2.0
JJO,87O,2.0,0.0
84S,KTS,2.0,0.0
44O,86O,0.0,2.0
85O,Q4S,2.0,0.0
J2O,74O,0.0,2.0
54O,K5O,0.0,2.0
54S,T3O,2.0,0.0
T5O,J9S,0.0,2.0
AJS,J6O,2.0,0.0
53S,98O,0.0,2.0
J3O,Q5O,0.0,2.0
Q5O,KTO,0.0,2.0
86O,K2S,0.0,2.0
87S,Q6O,0.0,2.0
72O,AKO,0.0,2.0
AQO,94O,2.0,0.0
Q2S,93S,0.0,2.0
Q4S,QTO,0.0,2.0
93O,Q4S,0.0,2.0
86O,AQO,0.0,2.0
A9O,73O,0.0,2.0
T8O,AJO,0.0,2.0
96S,K6O,0.0,2.0
K8O,85O,0.0,2.0
98S,QJO,2.0,0.0
K7O,94S,2.0,0.0
K7O,JTO,0.0,2.0
T3O,Q4O,0.0,2.0
43O,T2S,0.0,2.0
82O,63O,2.0,0.0
J8O,ATO,0.0,2.0
Q4S,T5O,0.0,2.0
Q6S,J9S,0.0,2.0
K3O,J8O,0.0,2.0
